step,loss,manual_loss,ctds_loss,ctds_pinn_loss,ctds_component_bal_loss,modal_loss,effective_modal_loss_weight,resample_count,lr_drift,lr_free_energy,lr_potential,ess_count,w2,weighted_w2,mmd,drift_grad_norm,free_energy_grad_norm,potential_grad_norm,total_grad_norm,mode_weight_0,mode_weight_1
0,17.280704498291016,17.280704498291016,287.7484130859375,287.7484130859375,0.007933692075312138,0.012728095054626465,0.0,0,0.001,0.001,0.001,0.9818992614746094,40.405460357666016,45.320447409988596,0.06252157688140869,1.5984019879428217,2.915209252707705,3.3354456477058587,4.709408834549421,0.5792698264122009,0.4207301437854767
1,18.409326553344727,18.409326553344727,234.63067626953125,234.63067626953125,0.011922100558876991,0.021525174379348755,0.0,0,0.001,0.001,0.001,0.951099693775177,40.37080383300781,47.19719988142227,0.0622938871383667,2.6203350665231717,10.799967662447386,7.491636870485969,13.402614684082545,0.6026362776756287,0.39736372232437134
2,7.220873832702637,7.220873832702637,80.52668762207031,80.52668762207031,0.014693113975226879,0.028003469109535217,0.0,0,0.001,0.001,0.001,0.8344677090644836,40.284339904785156,48.259743124601215,0.06178778409957886,2.837396539616128,25.408526971722292,11.970696081166274,28.230154563222186,0.6166912913322449,0.3833087086677551
3,18.699161529541016,18.699161529541016,132.7180938720703,132.7180938720703,0.007702231872826815,0.015411168336868286,0.0,0,0.001,0.001,0.001,0.8098099827766418,40.314453125,45.83736550287385,0.06237977743148804,17.3638546661115,158.61601427948585,41.460340553354506,164.862073484401,0.587109386920929,0.41289061307907104
4,6.290055274963379,6.290055274963379,51.31505584716797,51.31505584716797,0.015229066833853722,0.038068145513534546,0.0,0,0.001,0.001,0.001,0.7802368402481079,40.333282470703125,21.51974543462982,0.061715662479400635,3.0518318759037184,45.01927284613404,31.30451496848802,54.918314457071006,0.36462074518203735,0.6353793144226074
5,9.52077865600586,9.52077865600586,64.74462127685547,64.74462127685547,0.0005326610989868641,0.0003903210163116455,0.0,0,0.001,0.001,0.001,0.9049847722053528,40.373779296875,39.50974701214778,0.0625295639038086,5.817639715053516,46.52756696498102,40.13952603771723,61.72390922541719,0.5139673948287964,0.486032634973526
6,6.855989933013916,6.855989933013916,41.889469146728516,41.889469146728516,0.02763156034052372,0.06138776242733002,0.0,0,0.001,0.001,0.001,0.8666344285011292,40.35028839111328,52.38194688231447,0.06259852647781372,3.4720500691936818,37.631030778928995,23.136740574568012,44.31092837644627,0.6699543595314026,0.3300457000732422
7,3.822496175765991,3.822496175765991,21.417797088623047,21.417797088623047,0.03594934195280075,0.08149029314517975,0.0,0,0.001,0.001,0.001,0.8485700488090515,40.31011962890625,54.034280530637474,0.062496066093444824,1.5170770537760252,29.55160188603851,17.47965497683385,34.36767427288557,0.6939022541046143,0.30609774589538574
8,1.7256159782409668,1.7256159782409668,8.482548713684082,8.482548713684082,0.04495634138584137,0.10978321731090546,0.0,0,0.001,0.001,0.001,0.7984721064567566,40.34482955932617,56.049637328555235,0.06248903274536133,2.5783093929953544,6.920068591277704,4.291092206274191,8.540989460053405,0.7219983339309692,0.278001606464386
9,3.6373586654663086,3.6373586654663086,13.784881591796875,13.784881591796875,0.04333966597914696,0.10042710602283478,0.0,0,0.001,0.001,0.001,0.8078659772872925,40.336181640625,55.38140404491472,0.06275111436843872,4.521852150027559,50.574927459628,21.112862108199607,54.991120927047795,0.7132886648178101,0.28671130537986755
10,2.14229679107666,2.14229679107666,7.986279010772705,7.986279010772705,0.06476829946041107,0.1512950211763382,0.0,0,0.001,0.001,0.001,0.7583861351013184,40.377471923828125,58.37301715146792,0.06269371509552002,3.3985526455764488,21.8396275312098,10.095459809888702,24.298925893129717,0.7554888129234314,0.2445112019777298
11,3.4186534881591797,3.4186534881591797,13.55062198638916,13.55062198638916,0.07577553391456604,0.18343780934810638,0.0,0,0.001,0.001,0.001,0.7542014122009277,40.367698669433594,59.80420434275523,0.06263917684555054,3.027480124252781,34.4812147745423,28.92775157480834,45.11024960477038,0.7770848870277405,0.22291511297225952
12,2.8528389930725098,2.8528389930725098,10.67447566986084,10.67447566986084,0.055939529091119766,0.1359291970729828,0.0,0,0.001,0.001,0.001,0.7951106429100037,40.35087585449219,57.58201240669793,0.06337857246398926,2.876472301283953,33.927923994855895,18.664867616057492,38.82982619875762,0.7439456582069397,0.2560543715953827
