step,loss,manual_loss,ctds_loss,ctds_pinn_loss,ctds_component_bal_loss,modal_loss,effective_modal_loss_weight,resample_count,lr_drift,lr_free_energy,lr_potential,ess_count,w2,weighted_w2,mmd,drift_grad_norm,free_energy_grad_norm,potential_grad_norm,total_grad_norm,mode_weight_0,mode_weight_1
0,43.162750244140625,43.162750244140625,719.2937622070312,272.2047119140625,0.0004470890562515706,0.0010869503021240234,1000000.0,0,0.001,0.001,0.001,0.988735556602478,36.813087463378906,40.72179299755124,0.034471094608306885,8.236709934144233,2.7410704654542415,54.00088387852042,54.6941707816954,0.5232998728752136,0.4767001271247864
1,42.35000228881836,42.35000228881836,530.756591796875,242.8035430908203,0.0002879530657082796,0.00022965669631958008,1000000.0,0,0.001,0.001,0.001,0.9795367121696472,36.86904525756836,37.22886066481008,0.034352004528045654,22.255160729806665,12.028172762362004,205.8629232955141,207.4114565468491,0.48928385972976685,0.5107161998748779
2,767.06884765625,767.06884765625,7604.935546875,113.72084045410156,0.007491214666515589,0.01827678084373474,1000000.0,0,0.001,0.001,0.001,0.9391909241676331,36.84339904785156,47.39941014055297,0.034609436988830566,96.3746526424158,37.9301758914343,959.6733960957117,965.2459785406921,0.5947279334068298,0.40527206659317017
3,207.03872680664062,207.03872680664062,1718.2021484375,31.370956420898438,0.0016868311213329434,0.004548311233520508,1000000.0,0,0.001,0.001,0.001,0.955612063407898,36.8485221862793,43.128555298346825,0.03466898202896118,50.4912505074153,76.14368999893011,232.6616433001736,249.95733269418795,0.5475799441337585,0.45242008566856384
4,52.77790069580078,52.77790069580078,382.7029113769531,28.838544845581055,0.0003538643941283226,0.0011233091354370117,1000000.0,0,0.001,0.001,0.001,0.9427837133407593,36.813961029052734,40.761429931794666,0.03464102745056152,28.44436662194312,49.95394818567651,125.81897711216918,138.32893382591118,0.5236863493919373,0.47631368041038513
5,127.73011779785156,127.73011779785156,798.8538208007812,8.388901710510254,0.0007904649246484041,0.0010649561882019043,1000000.0,0,0.001,0.001,0.001,0.8951058387756348,36.8079833984375,35.80171855680147,0.034802019596099854,81.52526501328573,16.94909221577651,632.3220693927894,637.7811850498609,0.4769362509250641,0.5230637788772583
6,433.356201171875,433.356201171875,2399.351806640625,6.916947841644287,0.002392434747889638,0.00672951340675354,1000000.0,0,0.001,0.001,0.001,0.8681043386459351,36.81597900390625,44.06320395198615,0.034568607807159424,120.24085993706531,11.684659252394162,688.0406509956066,698.565911766891,0.557811975479126,0.442188024520874
7,161.4688720703125,161.4688720703125,806.0730590820312,12.122231483459473,0.0007939508068375289,0.002532064914703369,1000000.0,0,0.001,0.001,0.001,0.8047317266464233,36.81644058227539,41.935618767995166,0.03477823734283447,78.3111000224171,10.035666754764852,367.3451057854563,375.733642010483,0.5355361104011536,0.46446385979652405
8,383.71319580078125,383.71319580078125,1742.35791015625,23.53318977355957,0.0017188247293233871,0.0031828582286834717,1000000.0,0,0.001,0.001,0.001,0.5806637406349182,36.888694763183594,33.93189489845123,0.034890830516815186,277.45409199245177,32.19092483702123,1155.440982012958,1188.722377900024,0.4601704776287079,0.5398295521736145
9,24.603296279907227,24.603296279907227,98.84468078613281,28.774927139282227,7.006975647527725e-05,0.00012981891632080078,1000000.0,0,0.001,0.001,0.001,0.6348176002502441,36.907691955566406,39.25932119250002,0.03539806604385376,22.175231294935728,81.863056040026,32.33103518684267,90.76671561453126,0.5080555081367493,0.49194446206092834
10,1073.41259765625,1073.41259765625,4107.54931640625,18.216249465942383,0.004089333117008209,0.010943681001663208,1000000.0,0,0.001,0.001,0.001,0.5993622541427612,36.8209342956543,45.48233303928265,0.035195112228393555,343.83720234392996,57.71588589032375,1033.0916475502063,1090.3364147994898,0.5735689997673035,0.42643100023269653
11,75.90898132324219,75.90898132324219,292.8625183105469,13.748096466064453,0.0002791144070215523,0.0009705722332000732,1000000.0,0,0.001,0.001,0.001,0.5990762114524841,36.8111686706543,40.63411837437373,0.03568917512893677,79.75201129385711,27.382421025951764,181.01783743166078,199.69386008361192,0.5220186710357666,0.4779813587665558
12,80.61831665039062,80.61831665039062,291.4259033203125,30.75949478149414,0.00026066642021760345,0.00012296438217163086,1000000.0,0,0.001,0.001,0.001,0.32279396057128906,36.855220794677734,37.56743320832979,0.0368877649307251,230.7262959543168,59.46172585213479,461.7332380758495,519.5843566064345,0.4921574592590332,0.5078426003456116
13,96.48458099365234,96.48458099365234,323.05712890625,23.405303955078125,0.00029965181602165103,0.0008834898471832275,1000000.0,0,0.001,0.001,0.001,0.39294862747192383,36.76155471801758,40.51245962064247,0.0372389554977417,113.16443836770597,18.390842252734785,153.36353816982114,191.48051605792554,0.521008312702179,0.47899168729782104
14,91.1885986328125,91.1885986328125,281.0799865722656,34.24683380126953,0.0002468331658747047,0.0006528496742248535,1000000.0,0,0.001,0.001,0.001,0.21514709293842316,36.740657806396484,36.45052181554733,0.037884652614593506,258.3834128337813,105.00398550862174,421.4161732953819,505.3507852128563,0.48193883895874023,0.5180611610412598
15,1938.275146484375,1938.275146484375,5665.73388671875,33.17800521850586,0.005632555577903986,0.01429179310798645,1000000.0,0,0.001,0.001,0.001,0.22069133818149567,36.676578521728516,46.44910201474701,0.038702189922332764,1242.4945637129485,33.4299787880647,1493.7407130168172,1943.2374075397968,0.5839329957962036,0.4160670340061188
16,147.5823516845703,147.5823516845703,413.5625915527344,42.573787689208984,0.00037098879693076015,0.0007741451263427734,1000000.0,0,0.001,0.001,0.001,0.10031549632549286,36.70432662963867,40.463958102728654,0.03853189945220947,204.41788697436553,77.07208635664082,566.5258632202128,607.1888772925911,0.5196670889854431,0.4803329408168793
