seed,sampler,run_name,checkpoint_name,weighted_w2,elbo,eubo,elbo_source,eubo_source,ess_count,mmd,w2,mode_weight_0,mode_weight_1
40,nets,16d_2gmm_covs_1_4_seed_40,final,50.76361614716805,-31.792940139770508,-12.350595474243164,eval,eval,1.3328832387924194,0.11820840835571289,43.53221893310547,8.667267081818864e-08,0.9999999403953552
41,nets,16d_2gmm_covs_1_4_seed_41,final,55.61354237907077,-31.739501953125,24.306846618652344,eval,eval,1.0,0.12888026237487793,38.908599853515625,1.799484810395944e-24,1.0
42,nets,16d_2gmm_covs_1_4_seed_42,final,54.05591280660636,-40.77669143676758,30.290498733520508,eval,eval,1.581560492515564,0.20656871795654297,43.786651611328125,2.2719942842241171e-38,1.0
