sampler,num_seeds,weighted_w2_mean,weighted_w2_std,elbo_mean,elbo_std,eubo_mean,eubo_std,ess_count_mean,ess_count_std,mmd_mean,mmd_std,w2_mean,w2_std,mode_weight_0_mean,mode_weight_0_std,mode_weight_1_mean,mode_weight_1_std
nets,3,53.47769044428173,2.0217487379236387,-34.76971117655436,4.247632500965796,14.082249959309896,18.849801262321428,1.3048145771026611,0.23824922377002183,0.15121912956237793,0.03937981563021179,42.07582346598307,2.2419728002312906,2.8890890272729546e-08,4.0857888852727045e-08,0.999999980131785,2.8097899007262688e-08
