step,loss,manual_loss,ctds_loss,ctds_pinn_loss,ctds_component_bal_loss,modal_loss,ess_count,w2,weighted_w2,mmd,drift_grad_norm,free_energy_grad_norm,potential_grad_norm,total_grad_norm,mode_weight_0,mode_weight_1
17,0.768485963344574,0.768485963344574,3.4914228916168213,3.4914228916168213,0.0002766596444416791,0.0005844533443450928,0.9980043768882751,3.356578826904297,0.3743845626741906,0.00020253658294677734,0.6098212174839845,5.808443016836291,4.699326292493571,7.496236375705431,0.48290979862213135,0.5170902609825134
18,0.8150726556777954,0.8150726556777954,3.396308660507202,3.396308660507202,0.0002692366542760283,0.0005606114864349365,0.997914731502533,3.3995718955993652,0.5092748216097575,0.0001957416534423828,0.6115717215033545,6.242586017510798,4.929077776158701,7.977449960982865,0.4832615554332733,0.5167384743690491
19,0.8023484945297241,0.8023484945297241,3.3428046703338623,3.3428046703338623,0.00023222096206154674,0.0004850625991821289,0.9981479048728943,3.3791556358337402,1.0325188401930718,0.00019097328186035156,0.5818823863139527,6.1977756190011695,4.8964126792409255,7.919966342126654,0.48442959785461426,0.5155704617500305
20,0.8449609875679016,0.8449609875679016,3.25413179397583,3.25413179397583,0.00022356086992658675,0.00047016143798828125,0.998151421546936,3.3959202766418457,1.1273081645509344,0.0002084970474243164,0.3858083727682323,6.6151550818692595,5.1140284332952515,8.370329245270526,0.4846706688404083,0.5153293609619141
21,0.8335981965065002,0.8335981965065002,3.2062344551086426,3.2062344551086426,0.00017231141100637615,0.00035318732261657715,0.9984393119812012,3.3862221240997314,1.654365206881889,0.0002714395523071289,0.6099758189017871,6.57382622395263,5.0555244214301664,8.315382666964222,0.4867134988307953,0.5132864713668823
22,0.8131937980651855,0.8131937980651855,3.127605438232422,3.127605438232422,0.0001446720998501405,0.00029531121253967285,0.9985906481742859,3.3983798027038574,1.9021660464300383,0.00021851062774658203,0.5689084478718891,6.4948245753895115,4.996360866224455,8.214013939158049,0.4878499209880829,0.5121501088142395
23,0.8607667684555054,0.8607667684555054,3.076148748397827,3.076148748397827,0.00012449365749489516,0.00024119019508361816,0.9986733794212341,3.355722188949585,2.078408112031392,0.00023543834686279297,0.6713769036626799,6.929359905128935,5.206547795253857,8.693383437180428,0.4890202581882477,0.5109797120094299
24,0.8416884541511536,0.8416884541511536,3.0041303634643555,3.0041303634643555,0.00010060601925943047,0.00019407272338867188,0.998866617679596,3.4194788932800293,2.327181123210889,0.0002416372299194336,0.535504311756095,6.854445121561158,5.151059802769223,8.59090215775432,0.49015119671821594,0.5098487734794617
25,0.8828625082969666,0.8828625082969666,2.9436590671539307,2.9436590671539307,8.452586189378053e-05,0.00015866756439208984,0.9988147616386414,3.379922866821289,2.4571685858670618,0.00022077560424804688,0.7319012909505671,7.257827886066204,5.310933085463183,9.023178783650627,0.4910948574542999,0.5089051127433777
26,0.8630449175834656,0.8630449175834656,2.875979423522949,2.875979423522949,6.429568747989833e-05,0.00011667609214782715,0.9990429878234863,3.421419620513916,2.684148797510694,0.0002537965774536133,0.42276356724611425,7.179000126049185,5.2614326148795305,8.910636621730397,0.4923607409000397,0.5076392889022827
27,0.9023792743682861,0.9023792743682861,2.8205695152282715,2.8205695152282715,5.3487601689994335e-05,9.40859317779541e-05,0.9991477727890015,3.3836588859558105,2.75570725814899,0.00024271011352539062,0.48948301458674637,7.573392442286279,5.391492923805607,9.309353503541145,0.4931393265724182,0.5068607330322266
28,0.8819504976272583,0.8819504976272583,2.754821300506592,2.754821300506592,4.0974264265969396e-05,6.848573684692383e-05,0.9992574453353882,3.4053707122802734,2.920876130574234,0.00024020671844482422,0.22851894110120655,7.488537810611347,5.341100049901777,9.200965666192792,0.4941461682319641,0.5058538913726807
29,0.9147558808326721,0.9147558808326721,2.687981128692627,2.687981128692627,3.260876837885007e-05,5.313754081726074e-05,0.9993059039115906,3.3882458209991455,2.9981836168000116,0.00025343894958496094,0.5925930785687311,7.85094966892837,5.447733590649831,9.574256030392574,0.4948459565639496,0.505154013633728
30,0.8979199528694153,0.8979199528694153,2.637988328933716,2.637988328933716,2.196533932874445e-05,3.269314765930176e-05,0.9993633031845093,3.409994125366211,3.15660233653516,0.00026345252990722656,0.4532439342473311,7.778777588347963,5.399533107133112,9.479966698672687,0.4959573447704315,0.5040426254272461
31,0.9317591786384583,0.9317591786384583,2.5874557495117188,2.5874557495117188,1.3261736057756934e-05,1.683831214904785e-05,0.9993402361869812,3.4194910526275635,3.3105683373452344,0.00025153160095214844,0.3400637166566127,8.140551305444628,5.501221784573708,9.830954176021311,0.4970960319042206,0.5029039978981018
32,0.9091894626617432,0.9091894626617432,2.528430461883545,2.528430461883545,9.268212124879938e-06,9.924173355102539e-06,0.9993383288383484,3.3732235431671143,3.344739252893782,0.0002224445343017578,0.3928011002381943,8.040926448891815,5.432439033999355,9.71196091008176,0.49776631593704224,0.5022337436676025
33,0.9441076517105103,0.9441076517105103,2.481999635696411,2.481999635696411,3.713152409545728e-06,8.344650268554688e-07,0.9993555545806885,3.398773431777954,3.5543359433804462,0.00027549266815185547,1.0621514401521734,8.404230786860905,5.509739765270849,10.105270559546879,0.49934613704681396,0.500653862953186
34,0.9215038418769836,0.9215038418769836,2.4256045818328857,2.4256045818328857,3.7504942156374454e-06,1.8477439880371094e-06,0.9993041157722473,3.386939764022827,3.5056013279841225,0.00023984909057617188,0.49481779221063543,8.302200149662976,5.435773451284374,9.935743806391153,0.4990401864051819,0.5009598135948181
35,0.948616087436676,0.948616087436676,2.3730571269989014,2.3730571269989014,2.3011925804894418e-06,5.960464477539063e-08,0.9992696642875671,3.3838272094726562,3.59747258112821,0.00025463104248046875,0.37478731929841363,8.627415453142975,5.4876166655718475,10.231651851196803,0.4998588562011719,0.5001411437988281
36,0.9278684258460999,0.9278684258460999,2.3207271099090576,2.3207271099090576,1.335819661107962e-06,0.0,0.9992858171463013,3.3758041858673096,3.608840972487344,0.00024688243865966797,0.5605194545458848,8.531251114366619,5.421016423905625,10.123430579776828,0.5000398755073547,0.49996012449264526
37,0.957828938961029,0.957828938961029,2.281219244003296,2.281219244003296,1.3382755241764244e-06,6.556510925292969e-07,0.9992269277572632,3.4112000465393066,3.701438161930938,0.0002557039260864258,0.5555670223460127,8.865314463110579,5.46441874315341,10.428917846386668,0.5005612969398499,0.49943870306015015
38,0.9290069937705994,0.9290069937705994,2.2131423950195312,2.2131423950195312,1.437030050510657e-06,1.996755599975586e-06,0.9992635846138,3.376357078552246,3.715923663799677,0.00023496150970458984,0.2990568470051837,8.730664103411073,5.354449449831636,10.246172924323192,0.5010121464729309,0.4989878833293915
39,0.9579535126686096,0.9579535126686096,2.1769304275512695,2.1769304275512695,1.3109179235470947e-06,1.519918441772461e-06,0.9991589784622192,3.4040637016296387,3.7289867396341916,0.00022923946380615234,0.5595669214304565,9.055366540844911,5.378261295050487,10.546965103120938,0.5008765459060669,0.4991234838962555
40,0.9404279589653015,0.9404279589653015,2.1366419792175293,2.1366419792175293,1.6030958249757532e-06,2.6226043701171875e-06,0.9990782737731934,3.412874937057495,3.7681116947921733,0.0002301931381225586,1.0140684478321338,8.969562101647492,5.337851783654396,10.486850851254731,0.5011547803878784,0.49884527921676636
41,0.9121174216270447,0.9121174216270447,2.0746004581451416,2.0746004581451416,1.4793447462579934e-06,2.205371856689453e-06,0.9991172552108765,3.3774518966674805,3.721192709985034,0.00022304058074951172,0.3972694641638905,8.832899642290437,5.235344546024635,10.275542400940278,0.5010581612586975,0.4989418685436249
42,0.9395174384117126,0.9395174384117126,2.041684865951538,2.041684865951538,1.5703354847573792e-06,2.4437904357910156e-06,0.9991106986999512,3.388171911239624,3.741987440724775,0.00027489662170410156,0.6884700143860741,9.147611187771677,5.239666918454194,10.564416255510647,0.5011167526245117,0.49888330698013306
43,0.9157088994979858,0.9157088994979858,1.9908926486968994,1.9908926486968994,1.3940424423708464e-06,1.4603137969970703e-06,0.9991708993911743,3.381617307662964,3.705094922894172,0.00025081634521484375,0.5597160631914154,9.030511900990687,5.170721230113529,10.421122075135465,0.5008593797683716,0.4991406500339508
44,0.9436516165733337,0.9436516165733337,1.9652972221374512,1.9652972221374512,3.4220959150843555e-06,8.404254913330078e-06,0.9992584586143494,3.385352849960327,3.8360632136902293,0.00027763843536376953,1.129316809755993,9.344676387674886,5.154262970709515,10.731484520717219,0.5020515322685242,0.4979484975337982
45,0.9151073098182678,0.9151073098182678,1.9045034646987915,1.9045034646987915,1.6989903315334232e-06,2.3245811462402344e-06,0.9993098974227905,3.391505479812622,3.739251489939406,0.00022923946380615234,0.33859800641175697,9.20189362774019,5.064358006357205,10.508911311964997,0.5010825991630554,0.4989174008369446
46,0.9397041201591492,0.9397041201591492,1.8777884244918823,1.8777884244918823,1.4422778349398868e-06,1.8775463104248047e-06,0.999212920665741,3.400869607925415,3.7368264588108198,0.0002821683883666992,0.6131180471395992,9.493886509084046,5.012274068949881,10.753263975619854,0.5009771585464478,0.49902287125587463
47,0.9164974689483643,0.9164974689483643,1.8340184688568115,1.8340184688568115,1.6107776446006028e-06,2.175569534301758e-06,0.9992710947990417,3.355666399002075,3.6946715875680005,0.00020754337310791016,0.796685279477293,9.374601790792552,4.941945776868272,10.627355937954317,0.5010471940040588,0.49895283579826355
48,0.936703622341156,0.936703622341156,1.8005380630493164,1.8005380630493164,1.51561778238829e-06,-5.960464477539063e-08,0.9992222785949707,3.388620138168335,3.6175145511877806,0.00023806095123291016,0.37449436167144806,9.640708395907918,4.867982213307507,10.80651448113273,0.4999822974205017,0.5000177621841431
49,0.9142420887947083,0.9142420887947083,1.7565865516662598,1.7565865516662598,1.5694078001615708e-06,3.8743019104003906e-07,0.9992496371269226,3.367065906524658,3.6368120675991933,0.0002561807632446289,0.7503382993095797,9.521093571003147,4.802897029321785,10.690278304397706,0.5004070401191711,0.49959293007850647
50,0.9356920719146729,0.9356920719146729,1.7332338094711304,1.7332338094711304,2.055001004919177e-06,1.1920928955078125e-07,0.9991596341133118,3.4025590419769287,3.5951255607223493,0.0002377033233642578,0.7549411410396085,9.790351440697197,4.714421966939133,10.892506228648855,0.4996851086616516,0.5003149509429932
51,0.9113971590995789,0.9113971590995789,1.687678337097168,1.687678337097168,4.589467152982252e-06,4.470348358154297e-06,0.9991241097450256,3.382059335708618,3.440853484639177,0.0002218484878540039,0.7448778452898602,9.659106867042022,4.6415909784185505,10.742325413255664,0.4985036253929138,0.5014963746070862
52,0.934055507183075,0.934055507183075,1.6660575866699219,1.6660575866699219,3.269597073085606e-06,8.642673492431641e-07,0.9992464780807495,3.3840548992156982,3.536764260985726,0.00026094913482666016,0.42328452570202685,9.931841542735107,4.538657825309348,10.927948621536407,0.4993322789669037,0.5006677508354187
53,0.910380482673645,0.910380482673645,1.624800205230713,1.624800205230713,6.52006883683498e-06,5.185604095458984e-06,0.9992341995239258,3.413607120513916,3.459570550713198,0.0002684593200683594,0.7542096915792947,9.801192525487881,4.466643189898022,10.79736581608746,0.4983872175216675,0.5016127824783325
54,0.9297744631767273,0.9297744631767273,1.6039165258407593,1.6039165258407593,7.2444772740709595e-06,6.4373016357421875e-06,0.9992286562919617,3.3907182216644287,3.4142299821237847,0.00025904178619384766,1.3567892293716874,10.051202826733778,4.34873378542417,11.035354131769843,0.49819546937942505,0.5018045902252197
55,0.9072444438934326,0.9072444438934326,1.5632437467575073,1.5632437467575073,1.1792053555836901e-05,1.823902130126953e-05,0.9994859099388123,3.3783698081970215,3.2568363180958113,0.00022709369659423828,1.2794968180460002,9.928120299588233,4.276523900715877,10.885464687549169,0.49697771668434143,0.503022313117981
56,0.9260719418525696,0.9260719418525696,1.5425028800964355,1.5425028800964355,1.3481623682309873e-05,1.4185905456542969e-05,0.9995579123497009,3.413677930831909,3.3342972981511196,0.00022470951080322266,0.4947938065909206,10.170529656722548,4.141303469182714,10.992492384949758,0.49733421206474304,0.5026658177375793
57,0.9017273783683777,0.9017273783683777,1.501031756401062,1.501031756401062,1.4023622497916222e-05,1.5407800674438477e-05,0.9996179342269897,3.3912601470947266,3.2980846421501475,0.00021541118621826172,0.6510300569554649,10.032506071979915,4.067326172208763,10.845190658098533,0.49721959233283997,0.5027804374694824
58,0.9236332774162292,0.9236332774162292,1.4890638589859009,1.4890638589859009,1.654535844863858e-05,1.71661376953125e-05,0.9996217489242554,3.387474775314331,3.2767343156400766,0.00023806095123291016,0.6689006930169453,10.286700005368289,3.914901222912582,11.02678904861814,0.49707096815109253,0.5029290318489075
59,0.8975244760513306,0.8975244760513306,1.4482132196426392,1.4482132196426392,1.9438226445345208e-05,2.3484230041503906e-05,0.9994892477989197,3.388997793197632,3.2174117046154485,0.0002492666244506836,0.5823286697165854,10.133719328697083,3.831709154228663,10.849579215572486,0.49657267332077026,0.5034273266792297
60,0.9185011982917786,0.9185011982917786,1.4347901344299316,1.4347901344299316,2.4463515728712082e-05,3.314018249511719e-05,0.9994273781776428,3.415217399597168,3.161307088577533,0.0002688169479370117,0.5166564978963605,10.378022505880958,3.6684545407540012,11.0194302841376,0.49593043327331543,0.5040695667266846
61,0.8968102335929871,0.8968102335929871,1.4009941816329956,1.4009941816329956,2.586794289527461e-05,3.197789192199707e-05,0.9994054436683655,3.4055604934692383,3.1613678855179903,0.00023877620697021484,0.8783476867237758,10.245616104010649,3.6005035111733936,10.895309520316864,0.49599942564964294,0.5040006041526794
62,0.8741807341575623,0.8741807341575623,1.3664031028747559,1.3664031028747559,2.322587533853948e-05,2.327561378479004e-05,0.9994698762893677,3.378342628479004,3.2092664647404874,0.0002537965774536133,0.6767592965696307,10.108004827227882,3.5347065648151896,10.729581316719827,0.49658653140068054,0.5034134984016418
63,0.8966787457466125,0.8966787457466125,1.3592897653579712,1.3592897653579712,2.3495822460972704e-05,2.199411392211914e-05,0.9994592666625977,3.4060306549072266,3.246973317295355,0.00025963783264160156,0.5606615764014071,10.354745252496263,3.347815334285842,10.89692425227533,0.4966878890991211,0.5033120512962341
64,0.8696209192276001,0.8696209192276001,1.317819356918335,1.317819356918335,2.565501563367434e-05,3.1441450119018555e-05,0.9994311332702637,3.3920738697052,3.151822707989735,0.0002446174621582031,0.5557603750364922,10.187335101501494,3.2756545002693906,10.715436457274164,0.49603238701820374,0.5039676427841187
65,0.8922761678695679,0.8922761678695679,1.3133491277694702,1.3133491277694702,2.863030749722384e-05,2.86102294921875e-05,0.9994062185287476,3.378171443939209,3.1605193746899793,0.00023734569549560547,0.9277158569519838,10.430623094335223,3.0801108271396394,10.915385359884564,0.49621710181236267,0.5037829279899597
66,0.8732596039772034,0.8732596039772034,1.2835038900375366,1.2835038900375366,2.5678007659735158e-05,2.5033950805664062e-05,0.9993982911109924,3.4168574810028076,3.2313877451963013,0.00023233890533447266,0.4122790471586152,10.31217094279314,3.02503455429622,10.754611923300594,0.49646294116973877,0.5035370588302612
67,0.8903505802154541,0.8903505802154541,1.2708872556686401,1.2708872556686401,2.3816452085156925e-05,2.3484230041503906e-05,0.9993296265602112,3.4079043865203857,3.2366465143561447,0.000244140625,0.626810214340208,10.513071273693416,2.803603578116081,10.898520618587838,0.4965721368789673,0.5034278631210327
68,0.8734710812568665,0.8734710812568665,1.2473191022872925,1.2473191022872925,2.688487438717857e-05,2.7477741241455078e-05,0.9993342757225037,3.375344753265381,3.1696802200443366,0.00025260448455810547,0.8714393254006831,10.401067093175158,2.754992898621465,10.794979807579105,0.49628955125808716,0.5037105083465576
69,0.8890745639801025,0.8890745639801025,1.236270785331726,1.236270785331726,2.2909474864718504e-05,1.7940998077392578e-05,0.9992491006851196,3.3712918758392334,3.252355016350126,0.0002396106719970703,0.4012896182027356,10.594381944760316,2.5164295934078047,10.896530642719235,0.4970071613788605,0.5029928088188171
70,0.8710371255874634,0.8710371255874634,1.2095329761505127,1.2095329761505127,2.226935794169549e-05,2.0682811737060547e-05,0.9993944764137268,3.3706703186035156,3.2237311320071704,0.00022935867309570312,0.42446624424664015,10.471749884738234,2.453728231327966,10.763758612781873,0.49677953124046326,0.5032204985618591
71,0.8936153650283813,0.8936153650283813,1.2069772481918335,1.2069772481918335,2.575361759227235e-05,2.1517276763916016e-05,0.999322235584259,3.3977136611938477,3.243587159822277,0.0002429485321044922,0.3967319177793465,10.698569749895293,2.2016024117713417,10.929951696484158,0.4967197775840759,0.5032802224159241
72,0.8703230023384094,0.8703230023384094,1.177135944366455,1.177135944366455,2.1434798327391036e-05,1.8537044525146484e-05,0.9993143677711487,3.395155906677246,3.2705205584922665,0.00022280216217041016,0.7098636877317904,10.548747292802032,2.1573018779004083,10.790455379405959,0.4969571530818939,0.5030428171157837
73,0.8950960040092468,0.8950960040092468,1.1772189140319824,1.1772189140319824,2.3959339159773663e-05,2.2292137145996094e-05,0.9992672801017761,3.387759208679199,3.2245165257964596,0.00026977062225341797,1.2658372302841947,10.781709423158725,1.8909195731931994,11.01921861164794,0.4966609477996826,0.5033390522003174
74,0.8714706301689148,0.8714706301689148,1.1468446254730225,1.1468446254730225,2.1895008103456348e-05,2.6434659957885742e-05,0.999310314655304,3.3897249698638916,3.1930724278870697,0.00020229816436767578,0.5510492350700346,10.623093065419871,1.8344588245568965,10.794396727702651,0.4963638186454773,0.5036361813545227
75,0.8987892866134644,0.8987892866134644,1.1524972915649414,1.1524972915649414,2.21396803681273e-05,2.3156404495239258e-05,0.9992638230323792,3.3667919635772705,3.196449235203422,0.0002225637435913086,0.8991278774052932,10.870700381526515,1.5567556077792375,11.018350409530465,0.4965955913066864,0.503404438495636
76,0.8783937692642212,0.8783937692642212,1.1273247003555298,1.1273247003555298,1.5515768609475344e-05,9.5367431640625e-06,0.9992474913597107,3.406161308288574,3.384688365515466,0.0002652406692504883,0.7064675760921527,10.723833051840254,1.4976430208539004,10.850927443206105,0.4978215992450714,0.5021783709526062
77,0.9014713168144226,0.9014713168144226,1.1268359422683716,1.1268359422683716,1.4869478945911396e-05,9.834766387939453e-06,0.9992397427558899,3.378629446029663,3.3526938488913207,0.00022137165069580078,0.5692355184185892,10.947338325538128,1.2192719432066625,11.029726631277684,0.4977792799472809,0.5022207498550415
78,0.8852109313011169,0.8852109313011169,1.1062543392181396,1.1062543392181396,1.3444846445054282e-05,1.3023614883422852e-05,0.9992539286613464,3.3939926624298096,3.327627703296797,0.0002416372299194336,0.7121650910806574,10.82237469098936,1.1463995717541886,10.906200302912062,0.4974435567855835,0.5025565028190613
79,0.9069869518280029,0.9069869518280029,1.1061943769454956,1.1061943769454956,1.3002404557482805e-05,1.043081283569336e-05,0.9991449117660522,3.3856401443481445,3.352664530331367,0.00020575523376464844,0.7327517253010175,11.026605561777611,0.8460370425291083,11.083263688250314,0.49771595001220703,0.502284049987793
80,0.889764130115509,0.889764130115509,1.0843799114227295,1.0843799114227295,9.462873094889801e-06,6.735324859619141e-06,0.9991906881332397,3.394686698913574,3.414293694889024,0.00025022029876708984,0.6847204501988724,10.898393105173785,0.7997055422191928,10.94912523099796,0.49815961718559265,0.5018404126167297
81,0.8670260906219482,0.8670260906219482,1.0574219226837158,1.0574219226837158,1.061466355167795e-05,9.953975677490234e-06,0.9991495013237,3.38775372505188,3.361145265832921,0.00026297569274902344,0.4338003219718448,10.740385342716415,0.7713558169884589,10.776782907054518,0.49776604771614075,0.5022339820861816
82,0.8941373229026794,0.8941373229026794,1.0649492740631104,1.0649492740631104,7.827276021998841e-06,4.738569259643555e-06,0.9991241097450256,3.3999881744384766,3.4537818622340506,0.00026810169219970703,0.5889925845884838,10.96407030032466,0.43440057378902447,10.988469123297829,0.4984542429447174,0.501545786857605
83,0.8789255619049072,0.8789255619049072,1.0469762086868286,1.0469762086868286,8.247798177762888e-06,3.635883331298828e-06,0.9991077780723572,3.377713203430176,3.456450410638789,0.00027930736541748047,0.6390803486109672,10.846823844456585,0.38693518422375456,10.872521788501642,0.49865490198135376,0.5013450980186462
84,0.901420533657074,0.901420533657074,1.0475505590438843,1.0475505590438843,5.67043889532215e-06,4.0531158447265625e-06,0.9989998936653137,3.4042627811431885,3.4718745064212815,0.00022840499877929688,0.4530656581087344,11.045273859366853,0.15382770094010895,11.055632323867629,0.49857765436172485,0.5014223456382751
85,0.8851498961448669,0.8851498961448669,1.0288090705871582,1.0288090705871582,3.7587096812785603e-06,3.1888484954833984e-06,0.9989641904830933,3.3920812606811523,3.4780267087560315,0.0002478361129760742,1.1188981694632374,10.914998777556995,0.16360068475479436,10.973417727023387,0.4987342059612274,0.501265823841095
86,0.9054391980171204,0.9054391980171204,1.0292006731033325,1.0292006731033325,3.2792290767247323e-06,8.344650268554688e-07,0.9988688826560974,3.38472318649292,3.5426879019597477,0.0002422332763671875,1.288093700094752,11.104727235580468,0.3949963864300647,11.186159953360189,0.49933701753616333,0.5006630420684814
87,0.8910109996795654,0.8910109996795654,1.0136700868606567,1.0136700868606567,3.445816901148646e-06,3.7848949432373047e-06,0.9989503026008606,3.4050958156585693,3.4771030861196954,0.0002529621124267578,0.7657071126435815,10.985310026679171,0.4476108928590627,11.02105708523538,0.4986150562763214,0.501384973526001
88,0.9222044348716736,0.9222044348716736,1.024328351020813,1.024328351020813,6.807929366914323e-06,7.659196853637695e-06,0.9990271329879761,3.3938674926757812,3.398496051004283,0.00022268295288085938,0.27420291425865007,11.220960008222185,0.8306554834006684,11.255004188200605,0.49804526567459106,0.5019547343254089
89,0.8979695439338684,0.8979695439338684,0.9977456331253052,0.9977456331253052,4.577670551952906e-06,4.708766937255859e-06,0.9988952875137329,3.406951904296875,3.462241093351453,0.00025010108947753906,0.7908556010873552,11.05492553117684,0.8321208182713559,11.114371603371797,0.49847039580345154,0.5015295743942261
90,0.9301983118057251,0.9301983118057251,1.0105741024017334,1.0105741024017334,3.999537057097768e-06,6.079673767089844e-06,0.9990890622138977,3.4205729961395264,3.451983357450842,0.00022280216217041016,0.8211714646967182,11.2951260033252,1.242324560043486,11.392873400416265,0.4982607662677765,0.5017392039299011
91,0.9132502675056458,0.9132502675056458,0.9928655028343201,0.9928655028343201,6.474349447671557e-06,8.910894393920898e-06,0.999125063419342,3.402597188949585,3.3906310051072275,0.00023663043975830078,0.7523137123106085,11.168834696738356,1.2813752274979942,11.267243091299783,0.49789178371429443,0.5021082162857056
92,0.9404934644699097,0.9404934644699097,1.0006242990493774,1.0006242990493774,4.996619736630237e-06,4.023313522338867e-06,0.9990534782409668,3.413454294204712,3.481985207919023,0.0002390146255493164,1.3893568789554,11.36867307774041,1.6874713161074624,11.57689939182015,0.49857157468795776,0.501428484916687
