seed,sampler,run_name,checkpoint_name,weighted_w2,elbo,eubo,elbo_source,eubo_source,ess_count,mmd,w2,mode_weight_0,mode_weight_1
40,nets,16d_2gmm_covs_1_4_seed_40_no_component_balance,final,53.59215957278906,-55.88822555541992,-38.870391845703125,eval,eval,1.3152046203613281,0.09953606128692627,43.44921112060547,6.117833351027002e-09,1.0
41,nets,16d_2gmm_covs_1_4_seed_41_no_component_balance,final,52.551833757760065,-56.08475112915039,-29.360918045043945,eval,eval,1.0003951787948608,0.07324475049972534,37.839717864990234,1.5639526891424171e-13,1.0
42,nets,16d_2gmm_covs_1_4_seed_42_no_component_balance,final,55.053087911076325,-56.870849609375,-41.14305114746094,eval,eval,1.2645527124404907,0.08323913812637329,43.38117599487305,1.769810076268641e-08,1.0
