sampler,num_seeds,weighted_w2_mean,weighted_w2_std,elbo_mean,elbo_std,eubo_mean,eubo_std,ess_count_mean,ess_count_std,mmd_mean,mmd_std,w2_mean,w2_std,mode_weight_0_mean,mode_weight_0_std,mode_weight_1_mean,mode_weight_1_std
nets,3,53.73236041387515,1.0259338158482403,-56.2812754313151,0.42454199545610233,-36.458120346069336,5.103525281719598,1.1933841705322266,0.13802165806582437,0.08533998330434163,0.010835694673120611,41.55670166015625,2.628451203621431,7.938696836327442e-09,7.338981154634772e-09,1.0,0.0
