step,current_T,simulated_T,path_steps,loss,loss_mean_path,err_mse,err_rmse,err_abs_mean,modal_loss,modal_loss_mean_path,path_err_mse_mean,path_ess_mean,weight_mean,weight_std,weight_min,weight_max,weight_entropy,ess_count,ess_ratio,drift_grad_norm,free_energy_grad_norm,potential_grad_norm,total_grad_norm,lr_drift,lr_free_energy,lr_potential,mode_entropy,mode_max,mode_min,mode_weight_0,mode_weight_1,mode_weight_path_mean_0,mode_weight_path_mean_1,mode_weight_path_std_0,mode_weight_path_std_1
10,0.14500000000000002,0.15000000596046448,5,0.19893138110637665,1.326209306716919,1.3279508352279663,1.1523674726486206,1.075738549232483,2.79843807220459e-05,1.0126829147338868e-05,1.3368222951889037,1994.4751220703124,0.5781802535057068,0.04572204500436783,0.4887791574001312,1.0,7.597994804382324,1987.5704345703125,0.9937852025032043,1.381515120233832,2.2182506282435948,0.878474335242949,2.7569796943064966,0.0001,0.0001,0.0001,0.6931190490722656,0.5037454962730408,0.496254563331604,0.496254563331604,0.5037454962730408,0.4991024136543274,0.5008975267410278,0.0020677722059190273,0.002067784545943141
11,0.1545,0.17999997735023499,6,0.2286098301410675,1.2700545986493428,1.2574602365493774,1.1213653087615967,1.0561673641204834,3.814697265625e-05,1.3808409372965494e-05,1.2859930396080017,1992.6728108723958,0.5392689108848572,0.04882011190056801,0.4493239223957062,1.0,7.597109794616699,1983.741455078125,0.9918707013130188,1.6599460617607817,2.606641656963156,0.9921260560339065,3.245661067769115,0.0001,0.0001,0.0001,0.6931090950965881,0.5043648481369019,0.49563512206077576,0.49563512206077576,0.5043648481369019,0.4987759292125702,0.5012241005897522,0.0023261522874236107,0.0023261418100446463
12,0.16399999999999998,0.17999997735023499,6,0.2213008850812912,1.2294493913650513,1.2245442867279053,1.1065913438796997,1.0414284467697144,1.1116266250610352e-05,5.8909257253011065e-06,1.2415846983591716,1992.893310546875,0.5237700343132019,0.04733293503522873,0.4425819218158722,1.0,7.59716796875,1983.7989501953125,0.9918994903564453,1.549300121536306,2.566054820268633,0.9413798896622815,3.141840910020249,0.0001,0.0001,0.0001,0.6931360363960266,0.5023590326309204,0.4976409673690796,0.4976409673690796,0.5023590326309204,0.4999838173389435,0.5000161528587341,0.0017195075051859021,0.0017194896936416626
13,0.1735,0.17999997735023499,6,0.2130506932735443,1.18361500898997,1.181986689567566,1.0871920585632324,1.021729826927185,1.5497207641601562e-06,4.857778549194336e-06,1.1935666402180989,1993.6956380208333,0.49311119318008423,0.04277287796139717,0.42745843529701233,1.0,7.597445964813232,1985.064208984375,0.9925321340560913,1.4099541074052528,2.5255291144618024,0.8997592358166905,3.0291640060288243,0.0001,0.0001,0.0001,0.6931455731391907,0.5008876919746399,0.4991123080253601,0.4991123080253601,0.5008876919746399,0.5008764863014221,0.4991234838962555,0.0012910730438306928,0.001291080960072577
14,0.183,0.21000000834465027,7,0.23842009902000427,1.135333742414202,1.1042765378952026,1.0508456230163574,0.9949468970298767,1.5795230865478516e-06,6.943941116333008e-06,1.1457293033599854,1992.2799595424108,0.45781558752059937,0.0428294911980629,0.3917245864868164,1.0,7.596920967102051,1982.6483154296875,0.9913241863250732,1.5222286448461182,2.9000268546680767,0.9674589211885003,3.415159230427373,0.0001,0.0001,0.0001,0.6931455731391907,0.500898003578186,0.49910202622413635,0.500898003578186,0.49910202622413635,0.5016785264015198,0.4983214735984802,0.0008125031017698348,0.0008125062449835241
15,0.1925,0.21000000834465027,7,0.23079438507556915,1.0990208898271834,1.0773149728775024,1.037937879562378,0.9741880893707275,2.8312206268310547e-06,1.0145562035696848e-05,1.1059578657150269,1991.9892578125,0.46869996190071106,0.045994482934474945,0.41266298294067383,1.0,7.596560955047607,1980.923583984375,0.9904617667198181,1.4755261868744458,2.8164547244449185,0.9344638377158336,3.3140334046293116,0.0001,0.0001,0.0001,0.6931443214416504,0.5011893510818481,0.49881064891815186,0.5011893510818481,0.49881064891815186,0.5021180510520935,0.4978819787502289,0.0007689676713198423,0.0007689697085879743
16,0.202,0.21000000834465027,7,0.22088171541690826,1.0518177236829485,1.0353331565856934,1.0175132751464844,0.9587945938110352,1.9818544387817383e-05,2.064023699079241e-05,1.0587675401142664,1993.0770612444196,0.45348116755485535,0.04108088091015816,0.4068763256072998,1.0,7.59716796875,1983.7205810546875,0.9918602705001831,1.244588694773098,2.786814354404098,0.9094750959551445,3.184726081664223,0.0001,0.0001,0.0001,0.6931273937225342,0.5031455755233765,0.49685439467430115,0.5031455755233765,0.49685439467430115,0.5032070279121399,0.4967930018901825,0.00021094125986564904,0.0002109360502799973
17,0.21150000000000002,0.23999997973442078,8,0.24587616324424744,1.0244839638471603,1.0005378723144531,1.0002689361572266,0.9424291849136353,4.7773122787475586e-05,3.3933669328689575e-05,1.0311963111162186,1991.755859375,0.3989650309085846,0.0402277447283268,0.3547385334968567,1.0,7.596373081207275,1979.8709716796875,0.9899354577064514,1.4038920891332813,3.148003361157812,0.9800977137840347,3.5834940614373263,0.0001,0.0001,0.0001,0.6930993795394897,0.504889965057373,0.49511009454727173,0.504889965057373,0.49511009454727173,0.5041006803512573,0.49589937925338745,0.00040988787077367306,0.00040987838292494416
18,0.22099999999999997,0.23999997973442078,8,0.23715516924858093,0.9881465137004852,0.9637674689292908,0.9817165732383728,0.9228408336639404,6.344914436340332e-05,4.685297608375549e-05,0.9935910329222679,1991.477783203125,0.41676339507102966,0.04223048314452171,0.3706701993942261,1.0,7.596301555633545,1979.6734619140625,0.9898367524147034,1.1112971380681391,3.057647074428758,0.9519912563090266,3.389760214665636,0.0001,0.0001,0.0001,0.6930837631225586,0.5056329369544983,0.4943670928478241,0.5056329369544983,0.4943670928478241,0.504810631275177,0.495189368724823,0.000532359816133976,0.0005323576624505222
19,0.23049999999999998,0.23999997973442078,8,0.226668581366539,0.9444524347782135,0.9249355792999268,0.961735725402832,0.9044246673583984,0.00011491775512695312,7.043778896331787e-05,0.953033521771431,1993.2933044433594,0.5001124739646912,0.04418569803237915,0.44380441308021545,1.0,7.597315788269043,1984.509033203125,0.9922544956207275,1.0719963416980376,3.044114816735651,0.937662729405559,3.3608068329197063,0.0001,0.0001,0.0001,0.6930321455001831,0.5075814127922058,0.4924186170101166,0.5075814127922058,0.4924186170101166,0.5058282017707825,0.49417179822921753,0.0011202013120055199,0.001120191067457199
20,0.24,0.26999998092651367,9,0.2452770173549652,0.9084334439701505,0.8711113333702087,0.9333334565162659,0.8817199468612671,0.0001933276653289795,0.00010311272409227159,0.9171099662780762,1991.8960096571182,0.4621390998363495,0.044977154582738876,0.40051430463790894,1.0,7.596595764160156,1981.234130859375,0.990617036819458,1.1427499688187048,3.3488210216094467,0.9965992939606646,3.6760970986538677,0.0001,0.0001,0.0001,0.6929539442062378,0.5098305344581604,0.4901694655418396,0.5098305344581604,0.4901694655418396,0.5069677829742432,0.4930322468280792,0.0017356786411255598,0.0017356914468109608
21,0.2495,0.26999998092651367,9,0.24176180362701416,0.8954141206211514,0.8560146689414978,0.9252105951309204,0.8695637583732605,0.00016507506370544434,9.472833739386665e-05,0.8961602052052816,1989.3233506944443,0.391655296087265,0.0457756370306015,0.3402009606361389,1.0,7.595013618469238,1973.0479736328125,0.9865239858627319,0.947687433285792,3.21663727549685,0.9561080791071672,3.4869771281523496,0.0001,0.0001,0.0001,0.6929820775985718,0.5090851783752441,0.49091485142707825,0.5090851783752441,0.49091485142707825,0.5067322254180908,0.4932677447795868,0.0014259775634855032,0.0014259717427194118
22,0.259,0.26999998092651367,9,0.22942385077476501,0.8497180210219489,0.8297098875045776,0.9108841419219971,0.8565369844436646,0.00018906593322753906,0.00011297729280259874,0.8565886351797316,1991.2763807508682,0.49778416752815247,0.051442019641399384,0.43126797676086426,1.0,7.596032619476318,1978.8668212890625,0.9894334077835083,0.8455103208838856,3.163054238343403,0.9433347938723253,3.407298101245836,0.0001,0.0001,0.0001,0.6929581165313721,0.5097218751907349,0.49027812480926514,0.5097218751907349,0.49027812480926514,0.5073468089103699,0.4926532208919525,0.0015844536246731877,0.0015844522276893258
23,0.2685,0.26999998092651367,9,0.2238175868988037,0.8289540674951341,0.828687310218811,0.9103226661682129,0.8527573347091675,0.00025030970573425293,0.00013890862464904785,0.8349573082394071,1992.4371609157986,0.490938663482666,0.04716723784804344,0.4237963557243347,1.0,7.596653461456299,1981.7078857421875,0.9908539652824402,0.6795724482453966,3.138041000990608,0.9385969239119026,3.3451583253845047,0.0001,0.0001,0.0001,0.6928969025611877,0.5111859440803528,0.4888140559196472,0.5111859440803528,0.4888140559196472,0.5080770254135132,0.4919230043888092,0.002052365569397807,0.002052368363365531
24,0.27799999999999997,0.30000001192092896,10,0.2431459128856659,0.8104863226413727,0.7828115820884705,0.8847663998603821,0.8249943852424622,0.00027933716773986816,0.00016635954380035401,0.8102323174476623,1988.9209594726562,0.28887054324150085,0.03524799644947052,0.24693873524665833,1.0,7.594596862792969,1970.6593017578125,0.9853296279907227,0.7129358252393247,3.3660789248889444,0.977801056316704,3.5769903166244736,0.0001,0.0001,0.0001,0.6928678750991821,0.5118170380592346,0.48818299174308777,0.5118170380592346,0.48818299174308777,0.5088530778884888,0.4911469519138336,0.0021897160913795233,0.002189721679314971
25,0.2875,0.30000001192092896,10,0.23414398729801178,0.7804799914360047,0.7778611183166504,0.8819643259048462,0.8181638121604919,0.00032958388328552246,0.0001867741346359253,0.7823063135147095,1990.8892211914062,0.4214979112148285,0.04649915173649788,0.3587731122970581,1.0,7.595480442047119,1975.9522705078125,0.9879761338233948,0.4700434173029113,3.325947058842118,0.9721249116284344,3.4968402159919925,0.0001,0.0001,0.0001,0.6928176879882812,0.5128348469734192,0.4871651530265808,0.5128348469734192,0.4871651530265808,0.5093151330947876,0.4906848967075348,0.0025697206147015095,0.0025697285309433937
26,0.297,0.30000001192092896,10,0.22828608751296997,0.7609536707401275,0.7645359635353088,0.8743774890899658,0.8088778257369995,0.00030490756034851074,0.00017817020416259765,0.7625149488449097,1989.8151977539062,0.49076393246650696,0.05487309768795967,0.41749560832977295,1.0,7.595274925231934,1975.304931640625,0.9876524806022644,0.41686857699365226,3.222394786256079,0.9412627763754932,3.3828365587425555,0.0001,0.0001,0.0001,0.6928423643112183,0.5123454332351685,0.48765456676483154,0.5123454332351685,0.48765456676483154,0.509145975112915,0.49085402488708496,0.0023294941056519747,0.0023295010905712843
27,0.3065,0.32999998331069946,11,0.24106790125370026,0.7305088856003501,0.7098502516746521,0.8425261378288269,0.7786155939102173,0.00033223628997802734,0.00019316781650890005,0.7335621118545532,1988.797773881392,0.40890228748321533,0.04874693602323532,0.33839884400367737,1.0,7.594507217407227,1971.9744873046875,0.9859872460365295,0.3659656043030061,3.4531133511830103,0.9795635336224436,3.6079727487959374,0.0001,0.0001,0.0001,0.6928149461746216,0.5128870606422424,0.48711296916007996,0.5128870606422424,0.48711296916007996,0.5094980597496033,0.49050191044807434,0.0025212427135556936,0.00252124504186213
28,0.316,0.32999998331069946,11,0.2383732795715332,0.7223432876847007,0.713053822517395,0.8444251418113708,0.7761074900627136,0.0004081428050994873,0.00021823969754305753,0.7182521820068359,1986.780672940341,0.27854588627815247,0.03707611933350563,0.23063787817955017,1.0,7.5935821533203125,1965.1824951171875,0.9825912714004517,0.4342843584268751,3.4052100769167404,0.9677458991608475,3.5665937107066448,0.0001,0.0001,0.0001,0.6927391290664673,0.5142823457717896,0.48571765422821045,0.5142823457717896,0.48571765422821045,0.510035514831543,0.48996448516845703,0.002895999699831009,0.0028960087802261114
29,0.32549999999999996,0.32999998331069946,11,0.22637939453125,0.6859981526028026,0.6844341158866882,0.8273053169250488,0.7658376693725586,0.00041052699089050293,0.00023074041713367808,0.6891487078233198,1989.5114635120738,0.373792439699173,0.04380369186401367,0.3139165937900543,1.0,7.594759941101074,1972.9061279296875,0.9864530563354492,0.3792037672217787,3.333010582150131,0.9499478113374311,3.4864245126009425,0.0001,0.0001,0.0001,0.6927366852760315,0.5143252611160278,0.48567479848861694,0.5143252611160278,0.48567479848861694,0.5103148818016052,0.48968517780303955,0.0029917932115495205,0.0029917971696704626
30,0.33499999999999996,0.35999995470046997,12,0.2440749555826187,0.6779860109090805,0.6622902750968933,0.8138121962547302,0.741645097732544,0.00041285157203674316,0.00022501995166142782,0.6713712712128957,1986.688741048177,0.33372700214385986,0.04504711553454399,0.27401483058929443,1.0,7.593104362487793,1964.2119140625,0.9821059703826904,0.47458614162006,3.5084094592830586,0.9689607407841585,3.6705658769439955,0.0001,0.0001,0.0001,0.6927344799041748,0.5143638849258423,0.4856360852718353,0.5143638849258423,0.4856360852718353,0.5101729035377502,0.48982706665992737,0.0029986617155373096,0.002998662181198597
31,0.3445,0.35999995470046997,12,0.22952844202518463,0.6375790139039358,0.6247377991676331,0.7904035449028015,0.7312095165252686,0.0006005764007568359,0.00029890984296798706,0.6439839750528336,1989.0948486328125,0.501994252204895,0.056861165910959244,0.41576939821243286,1.0,7.5949907302856445,1974.6644287109375,0.9873322248458862,0.40618491833546344,3.536213666749509,0.9862178915573917,3.6935645404428907,0.0001,0.0001,0.0001,0.6925468444824219,0.51732337474823,0.48267659544944763,0.51732337474823,0.48267659544944763,0.5116081237792969,0.4883918762207031,0.003826505970209837,0.0038265103939920664
32,0.354,0.35999995470046997,12,0.22806474566459656,0.6335132072369257,0.6230573654174805,0.7893398404121399,0.7234063148498535,0.00042685866355895996,0.00022997458775838217,0.6325561503569285,1986.7300516764324,0.44355764985084534,0.057444654405117035,0.3662356436252594,1.0,7.593507289886475,1967.0089111328125,0.9835044741630554,0.512630260915972,3.3892655314331934,0.9388938597768459,3.554072636693652,0.0001,0.0001,0.0001,0.6927204728126526,0.5146058201789856,0.4853941798210144,0.5146058201789856,0.4853941798210144,0.5102826952934265,0.4897172749042511,0.003038848517462611,0.0030388538725674152
33,0.3635,0.38999995589256287,13,0.24119995534420013,0.6184614438277024,0.6164365410804749,0.7851347327232361,0.7044841647148132,0.0003739297389984131,0.00021631213334890513,0.6125033727058997,1983.0948486328125,0.3356940746307373,0.04856918007135391,0.2731277048587799,1.0,7.591967582702637,1958.991943359375,0.9794959425926208,0.6959208194603966,3.518813738443636,0.9419091407944079,3.7085777249951457,0.0001,0.0001,0.0001,0.6927733421325684,0.5136705040931702,0.48632946610450745,0.5136705040931702,0.48632946610450745,0.5100241899490356,0.48997586965560913,0.002766291843727231,0.002766294637694955
34,0.373,0.38999995589256287,13,0.2290724515914917,0.587365292585813,0.5784476399421692,0.7605574727058411,0.6847525238990784,0.0004241466522216797,0.00022324231954721303,0.5826970659769498,1986.796649639423,0.33062222599983215,0.04437852278351784,0.2682311236858368,1.0,7.593163013458252,1964.6036376953125,0.9823018312454224,0.7056898526335179,3.5023806130730395,0.9367832053787137,3.693539075306963,0.0001,0.0001,0.0001,0.6927231550216675,0.5145598649978638,0.48544013500213623,0.5145598649978638,0.48544013500213623,0.5101181268692017,0.4898819327354431,0.0030373206827789545,0.003037333022803068
35,0.38249999999999995,0.38999995589256287,13,0.22870473563671112,0.5864224067101111,0.5799965262413025,0.7615750432014465,0.6827137470245361,0.0003896057605743408,0.0002230956004216121,0.5764355476085956,1984.4136681189905,0.2719322741031647,0.03995414078235626,0.22067031264305115,1.0,7.5919575691223145,1957.7373046875,0.9788686633110046,0.7295122694008344,3.4047467399037186,0.9134463845713084,3.5998434426482704,0.0001,0.0001,0.0001,0.6927577257156372,0.5139540433883667,0.4860459268093109,0.5139540433883667,0.4860459268093109,0.5101332664489746,0.4898667335510254,0.002972646150738001,0.0029726482462137938
36,0.39199999999999996,0.42000001668930054,14,0.2321927547454834,0.5528399177959987,0.5547731518745422,0.7448309659957886,0.6695387363433838,0.00046494603157043457,0.0002273193427494594,0.549038508108684,1984.0795113699776,0.3213077783584595,0.0461309514939785,0.2598245441913605,1.0,7.592074394226074,1959.606201171875,0.9798030853271484,0.7858991104880265,3.598423380043463,0.9276129163741805,3.798256699662821,0.0001,0.0001,0.0001,0.6926823854446411,0.5152432322502136,0.4847567677497864,0.5152432322502136,0.4847567677497864,0.5101582407951355,0.4898417294025421,0.0032301493920385838,0.003230151254683733
37,0.40149999999999997,0.42000001668930054,14,0.22053003311157227,0.5250714847019741,0.5060626268386841,0.7113807797431946,0.6434264183044434,0.0002624392509460449,0.00016032797949654714,0.5232606955936977,1984.6008562360491,0.4207477271556854,0.05963811278343201,0.3378171920776367,1.0,7.59204626083374,1960.60888671875,0.9803044199943542,0.7396884041188097,3.4182651143334666,0.8798580043134201,3.606359027441862,0.0001,0.0001,0.0001,0.6928848028182983,0.5114527344703674,0.4885472357273102,0.5114527344703674,0.4885472357273102,0.5086969137191772,0.49130311608314514,0.0021236680913716555,0.00212366646155715
38,0.411,0.42000001668930054,14,0.2297443151473999,0.5470103195735386,0.5540800094604492,0.7443655133247375,0.6567832231521606,0.00019973516464233398,0.0001320157732282366,0.5271408941064563,1981.592973981585,0.23619528114795685,0.039411503821611404,0.19056881964206696,1.0,7.589797019958496,1945.8240966796875,0.972912073135376,0.7913815602648206,3.3141748296618148,0.8552814161767404,3.5130536398336405,0.0001,0.0001,0.0001,0.6929474472999573,0.5099930167198181,0.4900070130825043,0.5099930167198181,0.4900070130825043,0.5079253911972046,0.492074579000473,0.001786945853382349,0.0017869420116767287
39,0.4205,0.44999995827674866,15,0.23625168204307556,0.5250037709871928,0.5335086584091187,0.7304167747497559,0.635110080242157,0.00016707181930541992,0.00013552308082580565,0.5104389290014902,1980.531103515625,0.32330322265625,0.05231648311018944,0.2576696574687958,1.0,7.589703559875488,1948.9658203125,0.9744828939437866,0.6936733771424269,3.415114701643967,0.8499045151232728,3.5869944053995773,0.0001,0.0001,0.0001,0.6929800510406494,0.5091394782066345,0.4908605217933655,0.5091394782066345,0.4908605217933655,0.5080767869949341,0.4919232130050659,0.0015886090695858002,0.001588621991686523
40,0.43,0.44999995827674866,15,0.22120673954486847,0.49157055020332335,0.46840032935142517,0.6843977570533752,0.6091572642326355,0.0002009272575378418,0.00012714068094889323,0.48078177571296693,1977.9787027994792,0.30730485916137695,0.05156049504876137,0.24355937540531158,1.0,7.589259147644043,1945.2392578125,0.9726196527481079,0.7148946775456121,3.3600461852121475,0.8336950819096008,3.5349727377084545,0.0001,0.0001,0.0001,0.6929463148117065,0.5100220441818237,0.48997795581817627,0.5100220441818237,0.48997795581817627,0.5077656507492065,0.49223437905311584,0.0018061995506286621,0.0018062042072415352
41,0.43949999999999995,0.44999995827674866,15,0.21655750274658203,0.48123886783917746,0.47977325320243835,0.6926566362380981,0.6116396188735962,0.00011673569679260254,9.331901868184408e-05,0.46703126033147174,1980.827042643229,0.3168548047542572,0.05164205655455589,0.2539205849170685,1.0,7.589811325073242,1948.247802734375,0.9741238951683044,0.8904978752158751,3.239007089524364,0.8133993003350405,3.456265587818536,0.0001,0.0001,0.0001,0.6930303573608398,0.5076408982276917,0.49235913157463074,0.5076408982276917,0.49235913157463074,0.5067373514175415,0.49326273798942566,0.0011304571526125073,0.0011304563377052546
42,0.44899999999999995,0.44999995827674866,15,0.20285984873771667,0.4507996678352356,0.4489629566669464,0.6700469851493835,0.5963007807731628,0.00028845667839050293,0.00014873544375101726,0.4426249980926514,1984.3327718098958,0.30579665303230286,0.04465293511748314,0.24740275740623474,1.0,7.59184455871582,1958.245361328125,0.9791226983070374,0.5441375292797697,3.2788072480960904,0.8091061097293417,3.4207185382225616,0.0001,0.0001,0.0001,0.6928586959838867,0.5120086669921875,0.4879913926124573,0.5120086669921875,0.4879913926124573,0.5082737803459167,0.49172624945640564,0.002430482767522335,0.0024304804392158985
43,0.45849999999999996,0.47999995946884155,16,0.21301628649234772,0.4437839314341545,0.4769473969936371,0.6906138062477112,0.5975174307823181,0.00028204917907714844,0.00014961883425712585,0.4309889245778322,1983.7355194091797,0.29578065872192383,0.04530760273337364,0.23884324729442596,1.0,7.591123580932617,1954.1483154296875,0.977074146270752,0.5757397297917961,3.3800029835228442,0.7994776883762694,3.5206620086704605,0.0001,0.0001,0.0001,0.6928651332855225,0.5118739604949951,0.4881260395050049,0.5118739604949951,0.4881260395050049,0.508239209651947,0.49176082015037537,0.002630816539749503,0.002630827482789755
44,0.46799999999999997,0.47999995946884155,16,0.20458164811134338,0.42621174082159996,0.4345345199108124,0.6591923236846924,0.5746622085571289,0.0002434253692626953,0.0001149345189332962,0.4127158634364605,1980.8197860717773,0.28107672929763794,0.04532286152243614,0.2243891805410385,1.0,7.590345859527588,1949.31640625,0.974658191204071,0.4944446047137554,3.280063187026944,0.772040863721556,3.405779950800671,0.0001,0.0001,0.0001,0.6929036974906921,0.5110327005386353,0.4889673590660095,0.5110327005386353,0.4889673590660095,0.5072517991065979,0.4927482008934021,0.002207814948633313,0.002207797719165683
45,0.4775,0.47999995946884155,16,0.1988939344882965,0.41436238028109074,0.4213912785053253,0.649146556854248,0.5645544528961182,0.00018283724784851074,8.885562419891357e-05,0.4025580547749996,1980.2257766723633,0.31604674458503723,0.04990037530660629,0.25302359461784363,1.0,7.590409278869629,1951.3551025390625,0.9756775498390198,0.49434623750627354,3.165786820791762,0.7431121020379835,3.2891944292532678,0.0001,0.0001,0.0001,0.6929643154144287,0.5095611810684204,0.490438848733902,0.5095611810684204,0.490438848733902,0.5064278244972229,0.4935721755027771,0.0017641163431107998,0.0017641118029132485
